DESCRIPTION,Candida_tanzawaensis,Debaryomyces_hansenii,Hyphopichia_burtonii,Komagataella_pastoris,Eremothecium_gossypii,Kluyveromyces_lactis,Torulaspora_delbrueckii,Zygosaccharomyces_rouxii,Arxula_adeninivorans,Yarrowia_lipolytica
fam7403,0,0,0,0,0,0,0,0,0,0
fam7404,0,0,0,0,0,0,0,0,0,0
fam7405,0,0,0,0,0,0,0,0,0,0
fam7406,0,0,0,0,0,0,0,0,0,0
fam7407,0,0,0,0,0,0,0,0,0,0
fam7408,0,0,0,0,0,0,0,0,0,0
fam7409,0,0,0,0,0,0,0,0,0,0
fam7410,0,0,0,0,0,0,0,0,0,0
fam7411,0,0,0,0,0,0,0,0,0,0
fam7412,0,0,0,0,0,0,0,0,0,0
fam7413,0,0,0,0,0,0,0,0,0,0
fam7414,0,0,0,0,0,0,0,0,0,0
fam7415,0,0,0,0,0,0,0,0,0,0
fam7416,0,0,0,0,0,0,0,0,0,0
fam7417,0,0,0,0,0,0,0,0,0,0
fam7418,0,0,0,0,0,0,0,0,0,0
fam7419,0,0,0,0,0,0,0,0,0,0
fam7420,0,0,0,0,0,0,0,0,0,0
fam7421,0,0,0,0,0,0,0,0,0,0
fam7422,0,0,0,0,0,0,0,0,0,0
fam7423,0,0,0,0,0,0,0,0,0,0
fam7424,0,0,0,0,0,0,0,0,0,0
fam7425,0,0,0,0,0,0,0,0,0,0
fam7426,0,0,0,0,0,0,0,0,0,0
fam7427,0,0,0,0,0,0,0,0,0,0
fam7428,0,0,0,0,0,0,0,0,0,0
fam7429,0,0,0,0,0,0,0,0,0,0
fam7430,0,0,0,0,0,0,0,0,0,0
fam7431,0,0,0,0,0,0,0,0,0,0
fam7432,0,0,0,0,0,0,0,0,0,0
fam7433,0,0,0,0,0,0,0,0,0,0
fam7434,0,0,0,0,0,0,0,0,0,0
fam7435,0,0,0,0,0,0,0,0,0,0
fam7436,0,0,0,0,0,0,0,0,0,0
fam7437,0,0,0,0,0,0,0,0,0,0
fam7438,0,0,0,0,0,0,0,0,0,0
fam7439,0,0,0,0,0,0,0,0,0,0
fam7440,0,0,0,0,0,0,0,0,0,0
fam7441,0,0,0,0,0,0,0,0,0,0
fam7442,0,0,0,0,0,0,0,0,0,0
fam7443,0,0,0,0,0,0,0,0,0,0
fam7444,0,0,0,0,0,0,0,0,0,0
fam7445,0,0,0,0,0,0,0,0,0,0
fam7446,0,0,0,0,0,0,0,0,0,0
fam7447,0,0,0,0,0,0,0,0,0,0
fam7448,0,0,0,0,0,0,0,0,0,0
fam7449,0,0,0,0,0,0,0,0,0,0
fam7450,0,0,0,0,0,0,0,0,0,0
fam7451,0,0,0,0,0,0,0,0,0,0
fam7452,0,0,0,0,0,0,0,0,0,0
fam7453,0,0,0,0,0,0,0,0,0,0
fam7454,0,0,0,0,0,0,0,0,0,0
fam7455,0,0,0,0,0,0,0,0,0,0
fam7456,0,0,0,0,0,0,0,0,0,0
fam7457,0,0,0,0,0,0,0,0,0,0
fam7458,0,0,0,0,0,0,0,0,0,0
fam7459,0,0,0,0,0,0,0,0,0,0
fam7460,0,0,0,0,0,0,0,0,0,0
fam7461,0,0,0,0,0,0,0,0,0,0
fam7462,0,0,0,0,0,0,0,0,0,0
fam7463,0,0,0,0,0,0,0,0,0,0
fam7464,0,0,0,0,0,0,0,0,0,0
fam7465,0,0,0,0,0,0,0,0,0,0
fam7466,0,0,0,0,0,0,0,0,0,0
fam7467,0,0,0,0,0,0,0,0,0,0
fam7468,0,0,0,0,0,0,0,0,0,0
fam7469,0,0,0,0,0,0,0,0,0,0
fam7470,0,0,0,0,0,0,0,0,0,0
fam7471,0,0,0,0,0,0,0,0,0,0
fam7472,0,0,0,0,0,0,0,0,0,0
fam7473,0,0,0,0,0,0,0,0,0,0
fam7474,0,0,0,0,0,0,0,0,0,0
fam7475,0,0,0,0,0,0,0,0,0,0
fam7476,0,0,0,0,0,0,0,0,0,0
fam7477,0,0,0,0,0,0,0,0,0,0
fam7478,0,0,0,0,0,0,0,0,0,0
fam7479,0,0,0,0,0,0,0,0,0,0
fam7480,0,0,0,0,0,0,0,0,0,0
fam7481,0,0,0,0,0,0,0,0,0,0
fam7482,0,0,0,0,0,0,0,0,0,0
fam7483,0,0,0,0,0,0,0,0,0,0
fam7484,0,0,0,0,0,0,0,0,0,0
fam7485,0,0,0,0,0,0,0,0,0,0
fam7486,0,0,0,0,0,0,0,0,0,0
fam7487,0,0,0,0,0,0,0,0,0,0
fam7488,0,0,0,0,0,0,0,0,0,0
fam7489,0,0,0,0,0,0,0,0,0,0
fam7490,0,0,0,0,0,0,0,0,0,0
fam7491,0,0,0,0,0,0,0,0,0,0
fam7492,0,0,0,0,0,0,0,0,0,0
fam7493,0,0,0,0,0,0,0,0,0,0
fam7494,0,0,0,0,0,0,0,0,0,0
fam7495,0,0,0,0,0,0,0,0,0,0
fam7496,0,0,0,0,0,0,0,0,0,0
fam7497,0,0,0,0,0,0,0,0,0,0
fam7498,0,0,0,0,0,0,0,0,0,0
fam7499,0,0,0,0,0,0,0,0,0,0
fam7500,0,0,0,0,0,0,0,0,0,0
fam7501,0,0,0,0,0,0,0,0,0,0
fam7502,0,0,0,0,0,0,0,0,0,0
fam7503,0,0,0,0,0,0,0,0,0,0
fam7504,0,0,0,0,0,0,0,0,0,0
fam7505,0,0,0,0,0,0,0,0,0,0
fam7506,0,0,0,0,0,0,0,0,0,0
fam7507,0,0,0,0,0,0,0,0,0,0
fam7508,0,0,0,0,0,0,0,0,0,0
fam7509,0,0,0,0,0,0,0,0,0,0
fam7510,0,0,0,0,0,0,0,0,0,0
fam7511,0,0,0,0,0,0,0,0,0,0
fam7512,0,0,0,0,0,0,0,0,0,0
fam7513,0,0,0,0,0,0,0,0,0,0
fam7514,0,0,0,0,0,0,0,0,0,0
fam7515,0,0,0,0,0,0,0,0,0,0
fam7516,0,0,0,0,0,0,0,0,0,0
fam7517,0,0,0,0,0,0,0,0,0,0
fam7518,0,0,0,0,0,0,0,0,0,0
fam7519,0,0,0,0,0,0,0,0,0,0
fam7520,0,0,0,0,0,0,0,0,0,0
fam7521,0,0,0,0,0,0,0,0,0,0
fam7522,0,0,0,0,0,0,0,0,0,0
fam7523,0,0,0,0,0,0,0,0,0,0
fam7524,0,0,0,0,0,0,0,0,0,0
fam7525,0,0,0,0,0,0,0,0,0,0
fam7526,0,0,0,0,0,0,0,0,0,0
fam7527,0,0,0,0,0,0,0,0,0,0
fam7528,0,0,0,0,0,0,0,0,0,0
fam7529,0,0,0,0,0,0,0,0,0,0
fam7530,0,0,0,0,0,0,0,0,0,0
fam7531,0,0,0,0,0,0,0,0,0,0
fam7532,0,0,0,0,0,0,0,0,0,0
fam7533,0,0,0,0,0,0,0,0,0,0
fam7534,0,0,0,0,0,0,0,0,0,0
fam7535,0,0,0,0,0,0,0,0,0,0
fam7536,0,0,0,0,0,0,0,0,0,0
fam7537,0,0,0,0,0,0,0,0,0,0
fam7538,0,0,0,0,0,0,0,0,0,0
fam7539,0,0,0,0,0,0,0,0,0,0
fam7545,0,0,0,0,0,0,0,0,0,7
fam7546,0,0,0,0,0,0,0,0,0,7
fam7547,0,3,0,0,0,0,0,0,0,0
fam7549,0,0,0,0,0,0,0,0,1,0
fam7550,0,0,0,0,0,0,0,0,1,1
fam7551,0,0,0,0,0,0,0,0,1,0
fam7552,0,0,0,0,0,0,0,0,1,0
fam7553,0,0,0,0,0,0,0,0,1,1
fam7554,0,0,0,0,0,0,0,0,1,0
fam7555,0,2,0,0,0,0,0,0,2,0
fam7556,0,0,0,0,0,0,0,0,1,0
fam7557,0,0,0,0,0,0,0,0,1,1
fam7559,0,0,0,0,0,0,0,0,1,0
fam7560,0,0,0,0,0,0,0,0,5,1
fam7561,0,0,0,0,0,0,0,0,1,1
fam7562,0,0,0,0,0,0,0,0,1,0
fam7563,0,0,0,0,0,0,0,0,2,0
fam7564,0,0,0,0,0,0,0,0,1,0
fam7565,0,0,0,0,0,0,0,0,1,1
fam7566,0,0,0,0,0,0,0,0,1,0
fam7567,0,0,0,0,0,0,0,0,1,0
fam7568,0,0,0,0,0,0,0,0,1,1
fam7569,0,0,0,0,0,0,0,0,1,1
fam7570,0,0,0,0,0,0,0,0,1,1
fam7571,1,0,0,0,0,0,0,0,0,0
fam7574,1,0,1,0,0,0,0,0,0,0
fam7576,0,0,1,0,0,0,0,0,0,0
fam7579,0,1,0,0,0,0,0,0,0,0
fam7580,0,0,0,1,0,0,0,0,0,0
fam7583,0,0,0,0,1,1,1,1,0,0
fam7584,0,0,0,0,1,1,1,1,0,0
fam7585,0,0,0,0,1,0,0,0,0,0
fam7587,0,0,0,0,1,1,1,1,0,0
fam7588,0,0,0,0,1,1,0,0,0,0
fam7589,0,0,0,1,0,0,0,0,0,0
fam7591,1,1,1,0,0,0,0,0,0,0
fam7592,0,0,0,1,0,0,0,0,0,0
fam7593,0,1,1,0,0,0,0,0,0,0
fam7595,0,0,0,1,0,0,0,0,0,0
fam7599,0,0,0,1,0,0,0,0,0,0
fam7605,0,0,1,1,0,0,0,0,0,0
fam7612,0,0,0,0,0,0,0,0,1,0
fam7613,0,0,0,0,0,0,0,0,1,1
fam7615,1,0,1,0,0,0,0,0,0,0
fam7616,1,1,1,0,0,0,0,0,0,0
fam7617,2,0,1,0,0,0,0,0,0,0
fam7618,0,0,0,1,0,0,0,0,0,0
fam7622,0,1,1,0,0,0,0,0,0,0
fam7628,0,0,0,0,0,0,0,0,0,1
fam7631,0,0,0,1,0,0,0,0,0,0
fam7632,0,0,0,1,0,0,0,0,0,0
fam7637,0,0,1,0,0,0,0,0,0,0
fam7641,0,0,0,0,0,0,0,0,1,0
fam7642,0,0,0,0,0,0,0,0,1,1
fam7643,0,0,0,0,0,0,0,0,0,1
fam7645,0,0,0,0,0,0,0,0,0,3
fam7649,0,0,0,1,0,0,0,0,0,0
fam7650,0,0,0,0,0,0,0,0,0,0
fam7651,0,0,0,0,0,0,0,0,0,0
fam7652,0,0,0,0,0,0,0,0,0,0
fam7653,0,0,0,0,0,0,0,0,0,0
fam7654,0,0,0,0,0,0,0,0,0,0
fam7655,0,0,0,0,0,0,0,0,0,0
fam7656,0,0,0,0,0,0,0,0,0,0
fam7657,0,0,0,0,0,0,0,0,0,0
fam7660,0,0,0,0,0,0,0,0,1,0
fam7661,0,0,0,0,0,0,0,0,1,0
fam7662,0,0,0,0,0,0,0,0,1,0
fam7663,0,0,0,0,0,0,0,0,1,1
fam7664,0,0,0,0,0,1,5,0,0,0
fam7665,0,0,0,0,0,0,0,0,1,0
fam7666,0,0,0,0,0,0,0,0,2,0
fam7667,0,0,0,0,0,0,0,0,6,0
fam7668,0,1,0,0,0,0,0,0,2,0
fam7669,0,0,0,0,0,0,0,0,1,0
fam7670,0,0,0,0,0,0,0,0,6,0
fam7671,0,0,0,0,0,0,0,0,1,0
fam7672,0,0,1,0,0,0,0,0,2,0
fam7673,0,0,0,0,0,0,0,0,1,1
fam7674,0,0,0,0,0,0,0,0,1,1
fam7675,0,0,1,0,0,0,0,0,0,0
fam7676,0,0,0,0,0,0,0,0,1,0
fam7677,0,0,0,1,0,0,0,0,0,0
fam7678,0,0,0,1,0,0,0,0,0,0
fam7680,0,0,0,0,0,0,0,0,1,0
fam7683,0,0,0,0,0,0,0,0,1,1
fam7684,1,0,0,0,0,0,0,0,0,0
fam7685,0,0,0,0,0,0,0,0,1,0
fam7686,0,0,0,1,0,0,0,0,0,0
fam7687,0,0,0,0,0,0,0,0,1,0
fam7688,0,1,0,0,0,0,0,0,1,0
fam7692,1,0,0,0,0,0,0,0,0,0
fam7693,0,0,0,0,0,0,0,0,1,0
fam7696,0,0,0,0,0,0,0,0,1,0
fam7697,0,0,0,0,0,0,0,0,1,0
fam7699,0,0,0,0,0,0,0,0,1,0
fam7700,0,0,0,0,0,0,0,0,1,1
fam7702,0,0,0,1,0,0,0,0,0,0
fam7705,0,0,0,1,0,0,0,0,0,0
fam7706,0,0,0,1,0,0,0,0,0,0
fam7707,0,0,0,0,0,0,0,0,1,0
fam7710,0,0,0,1,0,0,0,0,0,0
fam7711,0,0,0,1,0,0,0,0,0,0
fam7712,0,0,0,0,0,0,0,0,1,1
fam7713,0,0,0,0,0,0,0,0,1,0
fam7714,0,0,0,0,0,0,0,0,1,0
fam7715,0,0,0,0,0,0,0,0,1,1
fam7716,0,0,0,0,0,0,0,0,1,1
fam7717,0,0,0,0,0,0,0,0,1,0
fam7718,0,0,0,0,0,0,0,0,1,0
fam7719,0,0,0,0,0,0,0,0,1,0
fam7720,0,0,0,0,0,0,0,0,1,0
fam7721,0,0,0,0,0,0,0,0,1,1
fam7722,0,0,0,0,0,0,0,0,1,0
fam7723,0,0,0,0,0,0,0,0,1,1
fam7724,0,0,0,0,0,0,0,0,0,0
fam7725,0,0,0,0,0,0,0,0,1,1
fam7726,0,0,0,0,0,0,0,0,1,1
fam7727,0,0,0,0,0,0,0,0,1,1
fam7728,0,0,0,0,0,0,0,0,1,0
fam7729,0,0,0,0,0,0,0,0,1,1
fam7730,0,0,0,0,0,0,0,0,1,1
fam7731,0,0,0,0,0,0,0,0,1,1
fam7732,0,0,0,0,0,0,0,0,1,1
fam7733,0,0,0,0,0,0,0,0,1,1
fam7734,0,0,0,0,0,0,0,0,1,1
fam7735,0,0,0,0,0,0,0,0,1,1
fam7736,0,0,0,0,0,0,0,0,1,0
fam7737,0,0,0,0,0,0,0,0,1,1
fam7738,0,0,0,0,0,0,0,0,1,0
fam7739,0,0,0,0,0,0,0,0,1,0
fam7740,0,0,0,0,0,0,0,0,1,1
fam7741,0,0,0,0,0,0,0,0,1,0
fam7742,0,0,0,0,0,0,0,0,1,0
fam7743,0,0,0,0,0,0,0,0,1,0
fam7744,0,0,0,0,0,0,0,0,1,0
fam7745,0,0,0,0,0,0,0,0,1,1
fam7746,0,0,0,0,0,0,0,0,1,0
fam7747,0,0,0,0,0,0,0,0,1,1
fam7748,0,0,0,0,0,0,0,0,1,0
fam7749,0,0,0,0,0,0,0,0,1,0
fam7751,0,0,0,1,0,1,0,0,0,0
fam7752,0,0,0,0,1,1,1,1,0,0
fam7756,1,1,0,0,0,0,0,0,0,0
fam7761,0,0,0,0,1,0,0,0,0,0
fam7763,0,0,0,1,0,0,0,0,0,0
fam7764,0,0,0,1,0,0,0,0,0,0
fam7765,0,0,0,0,0,0,0,0,0,1
fam7766,0,0,0,0,0,0,0,0,0,1
fam7768,0,0,0,1,0,0,0,0,0,0
fam7769,0,0,0,1,0,0,0,0,0,0
fam7770,0,0,0,0,0,0,0,0,0,0
fam7771,0,0,0,0,0,0,0,0,0,0
fam7772,0,0,0,0,0,0,0,0,0,0
fam7773,0,0,0,0,6,0,0,0,0,0
fam7774,0,0,0,0,2,2,1,0,0,0
fam7775,0,0,0,0,1,1,1,1,0,0
fam7776,0,0,1,0,0,0,0,0,0,0
fam7777,0,0,0,0,1,1,1,1,0,0
fam7778,0,0,0,0,0,0,0,0,0,0
fam7779,0,0,0,0,0,0,0,0,0,0
fam7780,0,0,0,0,0,0,0,0,0,0
fam7781,0,0,0,0,0,0,0,0,0,0
fam7782,0,0,0,0,0,0,0,0,0,0
fam7784,1,0,0,0,0,0,0,0,0,0
fam7785,1,1,1,0,0,0,0,0,0,0
fam7786,0,0,0,1,0,0,0,0,0,0
fam7789,0,0,0,1,0,0,0,0,0,0
fam7790,0,0,1,0,0,0,0,0,0,0
fam7793,0,0,0,1,0,0,0,0,0,0
fam7795,1,0,0,0,0,0,0,0,0,0
fam7797,1,0,0,0,0,0,0,0,0,0
fam7798,0,0,0,1,0,0,0,0,0,0
fam7799,1,1,1,0,0,0,0,0,0,0
fam7800,1,1,1,0,0,0,0,0,0,0
fam7801,1,1,1,0,0,0,0,0,0,0
fam7802,1,1,1,0,0,0,0,0,0,0
fam7803,0,2,1,0,0,0,0,0,0,0
fam7804,1,1,0,0,0,0,0,0,0,0
fam7805,1,0,0,0,0,0,0,0,0,0
fam7806,1,0,0,0,0,0,0,0,0,0
fam7807,1,1,1,0,0,0,0,0,0,0
fam7808,0,1,0,0,0,0,0,0,0,0
fam7809,0,1,1,0,0,0,0,0,0,0
fam7810,0,1,0,0,0,0,0,0,0,0
fam7811,0,1,2,0,0,0,0,0,0,0
fam7812,0,0,0,1,0,0,0,0,0,0
fam7813,0,1,1,0,0,0,0,0,0,0
fam7815,0,0,0,1,0,0,0,0,0,0
fam7816,1,1,0,0,0,0,0,0,0,0
fam7820,0,0,0,1,0,0,0,0,0,0
fam7822,0,0,0,1,0,0,0,0,0,0
fam7825,0,0,0,1,0,0,0,0,0,0
fam7827,0,0,0,1,0,0,0,0,0,0
fam7832,0,0,0,1,0,0,0,0,0,0
fam7835,0,0,0,1,0,0,0,0,0,0
fam7836,0,0,0,1,0,0,0,0,0,0
fam7841,0,0,0,1,0,0,0,0,0,0
fam7843,0,0,0,1,0,0,0,0,0,0
fam7844,0,0,0,0,0,0,0,0,0,1
fam7845,0,0,0,0,0,0,0,0,0,1
fam7846,6,0,0,0,0,0,0,0,0,0
fam7847,1,1,0,0,0,0,0,0,0,0
fam7848,1,1,1,0,0,0,0,0,0,0
fam7849,1,1,1,0,0,0,0,0,0,0
fam7850,1,1,1,0,0,0,0,0,0,0
fam7851,1,1,1,0,0,0,0,0,0,0
fam7852,0,0,0,0,0,1,0,0,0,0
fam7857,0,1,1,0,0,0,0,0,0,0
fam7859,0,0,0,0,0,0,0,0,0,0
fam7860,0,0,0,0,0,0,0,0,0,0
fam7863,0,6,0,0,0,0,0,0,0,0
fam7864,0,1,0,1,0,0,0,0,0,1
fam7865,0,0,0,0,0,0,0,0,0,6
fam7866,0,0,0,0,0,0,0,0,0,0
fam7867,0,0,0,0,0,0,0,0,0,0
fam7868,0,0,0,0,0,0,0,0,0,0
fam7869,0,0,0,0,0,0,1,1,0,0
fam7870,0,0,0,0,0,0,0,0,0,6
fam7871,0,0,0,6,0,0,0,0,0,0
fam7872,0,0,0,1,0,0,0,0,0,0
fam7873,0,0,0,0,0,0,0,0,0,1
fam7886,0,0,0,0,0,0,0,0,0,1
fam7889,0,0,0,0,0,0,0,0,0,6
fam7890,0,0,0,0,0,0,0,0,0,0
fam7891,0,0,0,0,0,0,0,0,0,0
fam7892,0,0,0,0,0,0,0,0,0,0
fam7893,0,0,0,0,0,0,0,0,0,0
fam7894,0,0,0,0,0,0,0,0,0,0
fam7895,0,0,0,0,0,0,0,0,0,0
fam7896,0,0,0,0,0,0,0,0,0,0
fam7897,0,0,0,0,0,0,0,0,0,0
fam7898,0,0,0,0,0,0,0,0,0,0
fam7899,0,0,0,0,0,0,0,0,0,0
fam7900,0,0,0,0,0,0,0,0,0,0
fam7901,0,0,0,0,0,0,0,0,0,0
fam7902,0,0,0,0,0,0,0,0,0,0
fam7903,0,0,0,0,0,0,0,0,0,0
fam7904,0,0,0,0,0,0,0,0,0,0
fam7905,0,0,0,0,0,0,0,0,0,0
fam7906,0,0,0,0,0,0,0,0,0,0
fam7907,0,0,0,0,0,0,0,0,0,0
fam7908,0,0,0,0,0,0,0,0,0,0
fam7909,0,0,0,0,0,0,0,0,0,0
fam7910,0,0,0,0,0,0,0,0,0,0
fam7911,0,0,0,0,0,0,0,0,0,0
fam7912,0,0,0,0,0,0,0,0,0,0
fam7913,0,0,0,0,0,0,0,0,0,0
fam7914,0,0,0,0,0,0,0,0,0,0
fam7915,0,0,0,0,0,0,0,0,0,0
fam7916,0,0,0,0,0,0,0,0,0,0
fam7917,0,0,0,0,0,0,0,0,0,0
fam7918,0,0,0,0,0,0,0,0,0,0
fam7919,0,0,0,0,0,0,0,0,0,0
fam7920,0,0,0,0,0,0,0,0,0,0
fam7921,0,0,0,0,0,0,0,0,0,0
fam7922,0,0,0,0,0,0,0,0,0,0
fam7923,0,0,0,0,0,0,0,0,0,0
fam7924,0,0,0,0,0,0,0,0,0,0
fam7925,0,0,0,0,0,0,0,0,0,0
fam7926,0,0,0,0,0,0,0,0,0,0
fam7927,0,0,0,0,0,0,0,0,0,0
fam7928,0,0,0,0,0,0,0,0,0,0
fam7929,0,0,0,0,0,0,0,0,0,0
fam7930,0,0,0,0,0,0,0,0,0,0
fam7931,0,0,0,0,0,0,0,0,0,0
fam7932,0,0,0,0,0,0,0,0,0,0
fam7933,0,0,0,0,0,0,0,0,0,0
fam7934,0,0,0,0,0,0,0,0,0,0
fam7935,0,0,0,0,0,0,0,0,0,0
fam7936,0,0,0,0,0,0,0,0,0,0
fam7937,0,0,0,0,0,0,0,0,0,0
fam7938,0,0,0,0,0,0,0,0,0,0
fam7939,0,0,0,0,0,0,0,0,0,0
fam7941,0,0,0,0,0,0,0,0,0,0
fam7942,0,0,0,0,0,0,0,0,0,0
fam7943,0,0,0,0,0,0,0,0,0,0
fam7944,0,0,0,0,0,0,0,0,0,0
fam7945,0,0,0,0,0,0,0,0,0,0
fam7946,0,0,0,0,0,0,0,0,0,0
fam7947,0,0,0,0,0,0,0,0,0,0
fam7948,0,0,0,0,0,0,0,0,0,0
fam7949,0,0,0,0,0,0,0,0,0,0
fam7950,0,0,0,0,0,0,0,0,0,0
fam7951,0,0,0,0,0,0,0,0,0,0
fam7952,0,0,0,0,0,0,0,0,0,0
fam7953,0,0,0,0,0,0,0,0,0,0
fam7954,0,0,0,0,0,0,0,0,0,0
fam7955,0,0,0,0,0,0,0,0,0,0
fam7956,0,0,0,0,0,0,0,0,0,0
fam7957,0,0,0,0,0,0,0,0,0,0
fam7958,0,0,0,0,0,0,0,0,0,0
fam7959,0,0,0,0,0,0,0,0,0,0
fam7960,0,0,0,0,0,0,0,0,0,0
fam7961,0,0,0,0,0,0,0,0,0,0
fam7962,0,0,0,0,0,0,0,0,0,0
fam8015,0,0,0,0,0,0,0,0,0,6
fam8016,1,2,0,0,0,0,0,0,0,0
fam8018,0,0,0,0,0,0,0,0,1,0
fam8019,0,0,0,0,0,0,0,0,1,0
fam8020,0,0,0,0,0,0,0,0,1,0
fam8021,0,0,0,0,0,0,0,0,1,1
fam8022,0,0,0,0,0,0,0,0,1,0
fam8023,0,0,0,0,0,0,0,0,1,1
fam8024,0,0,0,0,0,0,0,0,1,1
fam8025,0,0,0,0,0,0,0,0,1,0
fam8026,0,0,0,0,0,0,0,0,1,0
fam8027,0,0,0,0,0,0,0,0,1,1
fam8028,0,0,0,0,0,0,0,0,1,1
fam8029,0,0,0,0,0,0,0,0,1,0
fam8030,0,0,3,0,0,0,0,0,0,0
fam8031,0,0,0,0,0,0,0,0,1,0
fam8032,0,1,0,0,0,0,0,0,1,0
fam8033,0,0,0,0,0,0,0,0,1,0
fam8034,0,0,0,0,0,0,0,0,1,0
fam8035,0,0,0,0,0,0,0,0,1,0
fam8036,0,0,0,1,0,0,0,0,0,0
fam8039,0,0,0,1,0,0,0,0,0,0
fam8041,0,0,0,0,1,0,1,2,0,0
fam8042,0,0,0,0,1,1,1,1,0,0
fam8043,0,0,0,0,1,1,1,1,0,0
fam8045,1,0,0,0,0,0,0,0,0,0
fam8047,1,0,0,0,0,0,0,0,0,0
fam8049,1,0,0,0,0,0,0,0,0,0
fam8050,1,0,0,0,0,0,0,0,0,0
fam8058,0,0,0,1,0,0,0,0,0,0
fam8072,0,0,0,1,0,0,0,0,0,0
fam8090,0,0,0,1,0,0,0,0,0,0
fam8099,0,0,0,1,0,0,0,0,0,0
fam8101,1,0,0,0,0,0,0,0,0,0
fam8102,1,1,0,0,0,0,0,0,0,0
fam8104,0,1,0,0,0,0,0,0,1,0
fam8105,1,1,1,0,0,0,0,0,0,0
fam8106,0,0,1,0,0,0,0,0,0,0
fam8109,0,0,0,0,0,0,0,0,0,1
fam8111,0,1,1,0,0,0,0,0,0,0
fam8112,0,0,0,1,0,0,0,0,0,0
fam8113,0,0,0,1,0,0,0,0,0,0
fam8117,0,0,0,1,0,0,0,0,0,0
fam8126,0,0,0,1,0,0,0,0,0,0
fam8128,0,0,0,0,0,0,0,0,0,0
fam8132,1,0,1,0,0,0,0,0,0,0
fam8133,0,0,0,0,1,1,1,1,0,0
fam8134,0,0,0,0,1,1,1,1,0,0
fam8142,1,0,1,0,0,0,0,0,0,0
fam8143,0,0,0,0,0,0,0,0,1,0
fam8150,0,0,0,1,0,0,0,0,0,0
fam8151,0,0,0,0,0,0,1,1,0,0
fam8153,0,0,0,0,0,0,0,0,1,0
fam8154,0,0,0,0,0,0,0,0,0,1
fam8155,0,0,0,0,0,0,0,0,0,1
fam8156,0,0,0,0,0,0,0,0,1,1
fam8157,0,0,0,0,0,0,1,1,0,0
fam8158,0,0,0,0,0,0,0,0,0,0
fam8159,0,0,0,0,0,0,0,0,2,0
fam8160,0,0,0,0,0,0,0,0,1,0
fam8161,0,0,0,0,0,0,0,0,1,0
fam8162,0,0,0,0,0,0,0,5,0,0
fam8163,0,0,0,0,0,0,0,0,5,0
fam8164,0,0,0,0,0,0,0,0,4,0
fam8165,0,0,0,0,0,0,0,0,2,0
fam8166,0,0,0,0,0,0,0,0,2,0
fam8167,0,0,0,0,0,0,0,0,1,0
fam8168,0,0,0,0,0,0,0,0,1,0
fam8169,0,1,1,0,0,0,0,0,3,0
fam8170,0,0,0,0,0,0,0,0,2,0
fam8171,0,0,0,0,0,0,0,0,2,2
fam8172,0,0,0,0,0,0,0,0,2,0
fam8173,0,0,0,0,0,0,0,0,3,0
fam8174,0,0,0,0,0,0,0,0,1,1
fam8175,0,0,0,0,0,0,0,0,2,0
fam8176,0,0,0,0,0,0,0,0,1,0
fam8177,0,0,0,0,0,0,0,0,1,0
fam8178,0,0,0,0,0,0,0,0,1,0
fam8180,0,0,0,0,0,0,0,0,1,0
fam8182,0,0,0,0,0,0,0,0,1,0
fam8184,0,0,0,0,0,0,0,0,1,0
fam8189,0,0,0,0,0,0,0,0,1,0
fam8190,0,0,0,0,0,0,0,0,1,0
fam8192,0,0,0,0,0,0,0,0,1,0
fam8193,0,0,0,0,0,0,0,0,1,0
fam8194,1,0,0,0,0,0,0,0,0,0
fam8195,0,0,0,0,0,0,0,0,1,0
fam8197,0,0,0,1,0,0,0,0,0,0
fam8200,0,0,0,2,0,0,0,0,0,0
fam8201,0,0,0,0,0,0,0,0,0,1
fam8203,0,0,0,0,0,0,0,0,1,1
fam8204,0,0,0,0,0,0,0,0,0,1
fam8205,0,0,0,0,0,0,0,0,1,0
fam8206,0,4,0,0,0,0,0,0,0,0
fam8209,0,0,0,0,0,0,0,0,1,0
fam8217,0,0,0,0,0,0,0,0,1,0
fam8218,0,0,0,0,0,0,0,0,1,0
fam8219,0,0,0,0,0,0,0,0,1,0
fam8220,0,0,0,0,0,0,0,0,1,0
fam8221,0,0,0,0,0,0,0,0,1,0
fam8222,0,0,0,0,0,0,0,0,1,0
fam8223,0,0,0,0,0,0,0,0,1,0
fam8224,0,1,1,0,0,0,0,0,0,0
fam8225,0,0,0,0,0,0,0,0,1,0
fam8226,0,0,0,0,0,0,0,0,1,1
fam8227,0,0,0,0,0,0,0,0,1,1
fam8228,0,0,0,0,0,0,0,0,1,1
fam8229,0,0,0,0,0,0,0,0,1,0
fam8230,0,0,0,0,0,0,0,0,1,1
fam8233,0,0,0,0,0,0,0,0,1,0
fam8234,0,0,0,0,0,0,0,0,1,0
fam8235,0,0,0,0,0,0,0,0,1,0
fam8236,0,0,0,0,0,0,0,0,1,1
fam8237,0,0,0,0,0,0,0,0,1,0
fam8238,0,0,0,0,0,0,0,0,1,0
fam8240,0,0,0,0,0,0,0,0,1,0
fam8241,0,0,0,0,0,0,0,0,1,0
fam8242,0,0,0,0,0,0,0,0,1,1
fam8243,0,0,0,0,0,0,0,0,1,0
fam8244,0,0,0,0,0,0,0,0,1,0
fam8245,0,0,0,0,0,0,0,0,1,0
